model,uid,recommendation,positive,recall,precision,f1,wcoverage
gemma2-9b-it,155680,The Book of the New Sun - by Gene Wolfe,TRUE,0.5,0.6666666666666666,0.5714285714285715,0.3194444444444444
gemma2-9b-it,155680,The Hitchhiker's Guide to the Galaxy - by Douglas Adams,FALSE,0.2,0.5,0.28571428571428575,0.47777777777777775
gemma2-9b-it,155680,The Left Hand of Darkness - by Ursula K. Le Guin,TRUE,0.4,1,0.5714285714285715,0.17222222222222222
gemma2-9b-it,155680,The Lord of the Rings - by J.R.R. Tolkien,FALSE,0.3333333333333333,1,0.5,0.6583333333333333
gemma2-9b-it,159506,The Da Vinci Code - by Dan Brown,FALSE,0.5,1,0.6666666666666666,0.25277777777777777
gemma2-9b-it,159506,The Girl on the Train - by Paula Hawkins,FALSE,0,0,NA,0.6305555555555555
gemma2-9b-it,159506,The Hunt for Red October - by Tom Clancy,TRUE,0.5,0.6666666666666666,0.5714285714285715,0.04444444444444444
gemma2-9b-it,159506,The Pillars of the Earth - by Ken Follett,TRUE,0.5,1,0.6666666666666666,0.11388888888888889
gemma2-9b-it,161037,The Girl Next Door - by Jack Ketchum,TRUE,0.16666666666666666,1,0.2857142857142857,0.3194444444444444
gemma2-9b-it,161037,The House of Silk - by Arthur Conan Doyle,FALSE,0.8333333333333334,1,0.9090909090909092,0.3055555555555555
gemma2-9b-it,161037,The Shining - by Stephen King,TRUE,0.2,1,0.33333333333333337,0.3083333333333333
gemma2-9b-it,161037,Whispers - by Dean R. Koontz,FALSE,0.3333333333333333,1,0.5,0.27499999999999997
gemma2-9b-it,162980,The Chain - by Adrian McKinty,TRUE,0.2,0.5,0.28571428571428575,0.00555555555555554
gemma2-9b-it,162980,The Girl on the Train - by Paula Hawkins,FALSE,0.3333333333333333,1,0.5,0.4194444444444444
gemma2-9b-it,162980,The Institute - by Stephen King,FALSE,0.4,1,0.5714285714285715,0.3611111111111111
gemma2-9b-it,162980,Whispers - by Dean R. Koontz,TRUE,0.25,1,0.4,0.15833333333333333
gemma2-9b-it,167012,Le vélo de mes rêves - by Daniel Pennac,TRUE,0.2,0.5,0.28571428571428575,0.15833333333333333
gemma2-9b-it,167012,Les Misérables - by Victor Hugo,FALSE,0.5,1,0.6666666666666666,0.2972222222222222
gemma2-9b-it,167012,The Da Vinci Code - by Dan Brown,FALSE,0.4,0.6666666666666666,0.5,0.3944444444444444
gemma2-9b-it,167012,The Notebook - by Nicholas Sparks,TRUE,0.5,0.6666666666666666,0.5714285714285715,0.1527777777777778
gemma2-9b-it,167587,Gone Girl - by Gillian Flynn,FALSE,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8305555555555555
gemma2-9b-it,167587,The Girl on the Train - by Paula Hawkins,FALSE,0.75,1,0.8571428571428571,0.4638888888888889
gemma2-9b-it,167587,The Notebook - by Nicholas Sparks,TRUE,0.2,1,0.33333333333333337,0.0861111111111111
gemma2-9b-it,167587,The Silent Patient - by Alex Michaelides,TRUE,0,0,NA,0.4666666666666666
gemma2-9b-it,171045,The Guest List - by Lucy Foley,TRUE,0,0,NA,-0.01666666666666666
gemma2-9b-it,171045,The Lord of the Rings - by J.R.R. Tolkien,FALSE,0.4,1,0.5714285714285715,0.37222222222222223
gemma2-9b-it,171045,The Martian - by Andy Weir,FALSE,0.4,1,0.5714285714285715,0.36944444444444446
gemma2-9b-it,171045,The Silent Patient - by Alex Michaelides,TRUE,0,0,NA,-0.05555555555555555
gemma2-9b-it,187990,Gone Girl - by Gillian Flynn,FALSE,0.8,1,0.888888888888889,0.22777777777777777
gemma2-9b-it,187990,One for the Money (A Stephanie Plum Novel) - by Janet Evanovich,TRUE,0.5,1,0.6666666666666666,0.4583333333333333
gemma2-9b-it,187990,The ABC Murders - by Agatha Christie,TRUE,0.25,0.5,0.3333333333333333,-0.05000000000000003
gemma2-9b-it,187990,The Silent Patient - by Alex Michaelides,FALSE,0.5,1,0.6666666666666666,0.21388888888888885
gemma2-9b-it,195694,Jonathan Strange & Mr Norrell - by Susanna Clarke,FALSE,0.3333333333333333,1,0.5,1.011111111111111
gemma2-9b-it,195694,The Historian - by Elizabeth Kostova,TRUE,0,0,NA,-0.07500000000000001
gemma2-9b-it,195694,The Name of the Wind - by Patrick Rothfuss,FALSE,0.2,1,0.33333333333333337,0.5333333333333333
gemma2-9b-it,195694,The Night Circus - by Erin Morgenstern,TRUE,0.2,1,0.33333333333333337,0.24444444444444444
gemma2-9b-it,196106,The Bride - by Bertrice Small,TRUE,0.5,0.6666666666666666,0.5714285714285715,0.11944444444444444
gemma2-9b-it,196106,The Promise - by Nora Roberts,FALSE,0.16666666666666666,1,0.2857142857142857,0.3055555555555555
gemma2-9b-it,196106,The Secret - by Danielle Steel,FALSE,0.5,1,0.6666666666666666,0.3055555555555555
gemma2-9b-it,196106,The Shadow - by Ursula Parrott,TRUE,0,0,NA,0.11111111111111112
gemma2-9b-it,196502,The Alchemist - by Paulo Coelho,FALSE,0,0,NA,0.14444444444444443
gemma2-9b-it,196502,"The Hidden Life of Trees: What They Feel, How They Communicate - Discoveries from a Secret World - by Peter Wohlleben",TRUE,0,0,NA,0.08055555555555556
gemma2-9b-it,196502,The Nightingale - by Kristin Hannah,FALSE,0,0,NA,0.386111111111111
gemma2-9b-it,196502,The Vegetarian - by Han Kang,TRUE,0,0,NA,0.16111111111111112
gemma2-9b-it,198213,Evvie Drake Starts Over - by Linda Holmes,TRUE,0,0,NA,0.10833333333333334
gemma2-9b-it,198213,The Hunger Games - by Suzanne Collins,FALSE,0.4,0.6666666666666666,0.5,0.08888888888888889
gemma2-9b-it,198213,The Martian - by Andy Weir,FALSE,0.5,0.6666666666666666,0.5714285714285715,0.1111111111111111
gemma2-9b-it,198213,The Snow Child - by Eowyn Ivey,TRUE,0,0,NA,0.18333333333333335
gemma2-9b-it,198969,Kindred - by Octavia Butler,TRUE,0.4,1,0.5714285714285715,0.09722222222222222
gemma2-9b-it,198969,The Alchemist - by Paulo Coelho,FALSE,0,0,NA,0.2333333333333333
gemma2-9b-it,198969,The Left Hand of Darkness - by Ursula K. Le Guin,TRUE,0,0,NA,0
gemma2-9b-it,198969,The Lord of the Rings - by J.R.R. Tolkien,FALSE,0.2,1,0.33333333333333337,0.30000000000000004
gemma2-9b-it,203910,The Da Vinci Code - by Dan Brown,FALSE,0.4,1,0.5714285714285715,0.08888888888888886
gemma2-9b-it,203910,The Historian - by Elizabeth Kostova,TRUE,0,0,NA,0.03888888888888888
gemma2-9b-it,203910,The Notebook - by Nicholas Sparks,TRUE,0,0,NA,0
gemma2-9b-it,203910,The Very Hungry Caterpillar - by Eric Carle,FALSE,0,0,NA,0.03888888888888889
gemma2-9b-it,204964,The Daily Show with Jon Stewart Presents Earth (The Book) - by Jon Stewart,TRUE,0.5,1,0.6666666666666666,0.07222222222222222
gemma2-9b-it,204964,The Handmaid's Tale - by Margaret Atwood,FALSE,0.16666666666666666,1,0.2857142857142857,0.4694444444444445
gemma2-9b-it,204964,The Picture of Dorian Gray - by Oscar Wilde,FALSE,0.25,0.5,0.3333333333333333,0.48333333333333334
gemma2-9b-it,204964,The Raven and Other Poems - by Edgar Allan Poe,TRUE,0,0,NA,0
gemma2-9b-it,210597,An Object of Beauty - by Steve Martin,TRUE,0.3333333333333333,1,0.5,0.12222222222222222
gemma2-9b-it,210597,The Lean Startup - by Eric Ries,FALSE,0.5,0.6666666666666666,0.5714285714285715,0.2888888888888889
gemma2-9b-it,210597,The Ocean at the End of the Lane - by Neil Gaiman,TRUE,0,0,NA,0
gemma2-9b-it,210597,The Power of Habit - by Charles Duhigg,FALSE,0.5,1,0.6666666666666666,0.2833333333333333
gemma2-9b-it,211303,The Alchemist - by Paulo Coelho,FALSE,0.5,1,0.6666666666666666,0.3416666666666667
gemma2-9b-it,211303,The Da Vinci Code - by Dan Brown,FALSE,0.25,0.5,0.3333333333333333,-0.04166666666666667
gemma2-9b-it,211303,The Devil in the White City - by Erik Larson,TRUE,0.16666666666666666,1,0.2857142857142857,0.09444444444444444
gemma2-9b-it,211303,The Immortal Life of Henrietta Lacks - by Rebecca Skloot,TRUE,0.3333333333333333,1,0.5,0.05555555555555554
gemma2-9b-it,212002,Gone Girl - by Gillian Flynn,FALSE,0.2,1,0.33333333333333337,0.4277777777777778
gemma2-9b-it,212002,The Da Vinci Code - by Dan Brown,FALSE,0,0,NA,0.3638888888888889
gemma2-9b-it,212002,The Girl with the Dragon Tattoo - by Stieg Larsson,TRUE,0,0,NA,0.2583333333333333
gemma2-9b-it,212002,The Snowman - by Jo Nesbø,TRUE,0,0,NA,0.2333333333333333
gemma2-9b-it,212645,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe - by C.S. Lewis",TRUE,0,0,NA,0
gemma2-9b-it,212645,The Giver - by Lois Lowry,FALSE,0.4,1,0.5714285714285715,0.37222222222222223
gemma2-9b-it,212645,The Hobbit - by J.R.R. Tolkien,TRUE,0.4,1,0.5714285714285715,0.13055555555555556
gemma2-9b-it,212645,The Very Hungry Caterpillar - by Eric Carle,FALSE,0.4,0.6666666666666666,0.5,0.36666666666666664
gemma2-9b-it,214272,The Da Vinci Code - by Dan Brown,FALSE,0,0,NA,0.23888888888888887
gemma2-9b-it,214272,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,TRUE,0,0,NA,0
gemma2-9b-it,214272,The Handmaid's Tale - by Margaret Atwood,FALSE,0,0,NA,0.4305555555555555
gemma2-9b-it,214272,The Rosie Project - by Graeme Simsion,TRUE,0.5,1,0.6666666666666666,0.11388888888888889
gemma2-9b-it,215421,Gone Girl - by Gillian Flynn,FALSE,0.2,1,0.33333333333333337,0.4333333333333333
gemma2-9b-it,215421,The House in the Cerulean Sea - by T.J. Klune,TRUE,0,0,NA,-0.03333333333333332
gemma2-9b-it,215421,The No. 1 Ladies' Detective Agency - by Alexander McCall Smith,TRUE,0.6,1,0.7499999999999999,0.06111111111111111
gemma2-9b-it,215421,The Silent Patient - by Alex Michaelides,FALSE,0,0,NA,0.33055555555555555
gemma2-9b-it,221672,Interview with the Vampire - by Anne Rice,TRUE,0.3333333333333333,1,0.5,0.1111111111111111
gemma2-9b-it,221672,The Girl on the Train - by Paula Hawkins,FALSE,0.4,1,0.5714285714285715,0.39166666666666666
gemma2-9b-it,221672,The Pillars of the Earth - by Ken Follett,TRUE,0.25,0.3333333333333333,0.28571428571428575,0.06111111111111109
gemma2-9b-it,221672,The Silent Patient - by Alex Michaelides,FALSE,0,0,NA,-0.11666666666666668
gemma2-9b-it,223210,Gone Girl - by Gillian Flynn,FALSE,0.16666666666666666,1,0.2857142857142857,0.3277777777777778
gemma2-9b-it,223210,The Girl on the Train - by Paula Hawkins,FALSE,0.16666666666666666,1,0.2857142857142857,0.28888888888888886
gemma2-9b-it,223210,The House in the Cerulean Sea - by T.J. Klune,TRUE,0.16666666666666666,1,0.2857142857142857,0.3055555555555555
gemma2-9b-it,223210,The Secret Life of Bees - by Sue Monk Kidd,TRUE,0.25,0.5,0.3333333333333333,0.4027777777777778
gemma2-9b-it,224340,Gone Girl - by Gillian Flynn,TRUE,0,0,NA,0.37777777777777777
gemma2-9b-it,224340,The Chain - by Adrian McKinty,FALSE,0.8,0.8,0.8000000000000002,0.07777777777777778
gemma2-9b-it,224340,The Girl on the Train - by Paula Hawkins,FALSE,0.5,1,0.6666666666666666,0.3194444444444444
gemma2-9b-it,224340,The Silent Patient - by Alex Michaelides,TRUE,0,0,NA,0.34444444444444444
gemma2-9b-it,229478,Emma - by Jane Austen,TRUE,0,0,NA,0.03055555555555554
gemma2-9b-it,229478,The Da Vinci Code - by Dan Brown,FALSE,0.16666666666666666,1,0.2857142857142857,0.26944444444444443
gemma2-9b-it,229478,The Help - by Kathryn Stockett,FALSE,0,0,NA,0.25277777777777777
gemma2-9b-it,229478,The Vegetarian - by Han Kang,TRUE,0,0,NA,0.09166666666666666
gemma2-9b-it,231264,Eragon - by Christopher Paolini,TRUE,0,0,NA,0
gemma2-9b-it,231264,Outlander - by Diana Gabaldon,FALSE,0.8,0.8,0.8000000000000002,0.2833333333333333
gemma2-9b-it,231264,The Black Dagger Brotherhood: Dark Lover - by J.R. Ward,FALSE,0,0,NA,0.20555555555555555
gemma2-9b-it,231264,The Spiderwick Chronicles: The Seeing Stone - by Tony DiTerlizzi,TRUE,0,0,NA,0.08333333333333333
gemma2-9b-it,236172,The 4-Hour Workweek - by Timothy Ferriss,FALSE,0,0,NA,0.7138888888888888
gemma2-9b-it,236172,The Girl on the Train - by Paula Hawkins,FALSE,0.4,1,0.5714285714285715,0.35
gemma2-9b-it,236172,The Pelican Brief - by John Grisham,TRUE,0.2,1,0.33333333333333337,0.30000000000000004
gemma2-9b-it,236172,The Sweet Potato Queens' Book Club - by Jill Conner Browne,TRUE,0.16666666666666666,1,0.2857142857142857,0.3055555555555555
gemma2-9b-it,238630,The Argonauts - by Maggie Nelson,TRUE,0.16666666666666666,1,0.2857142857142857,0.08055555555555556
gemma2-9b-it,238630,The Bell Jar - by Sylvia Plath,TRUE,0,0,NA,0.24166666666666664
gemma2-9b-it,238630,The Da Vinci Code - by Dan Brown,FALSE,0.75,0.75,0.75,0.47777777777777775
gemma2-9b-it,238630,The Girl on the Train - by Paula Hawkins,FALSE,0,0,NA,0.28888888888888886
gemma2-9b-it,238864,Gone Girl - by Gillian Flynn,FALSE,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9166666666666666
gemma2-9b-it,238864,Little Women - by Louisa May Alcott,TRUE,0.25,0.5,0.3333333333333333,0.25
gemma2-9b-it,238864,The Da Vinci Code - by Dan Brown,FALSE,0.4,0.6666666666666666,0.5,0.38888888888888895
gemma2-9b-it,238864,The House in the Cerulean Sea - by T.J. Klune,TRUE,0.4,0.6666666666666666,0.5,0.23333333333333336
gemma2-9b-it,240700,The Fault in Our Stars - by John Green,FALSE,0.4,1,0.5714285714285715,0.2833333333333333
gemma2-9b-it,240700,The House in the Cerulean Sea - by T.J. Klune,TRUE,0.2,1,0.33333333333333337,0.2583333333333333
gemma2-9b-it,240700,The Hunger Games - by Suzanne Collins,FALSE,0.16666666666666666,1,0.2857142857142857,0.2472222222222222
gemma2-9b-it,240700,The Magicians - by Lev Grossman,TRUE,0,0,NA,0.07222222222222222
gemma2-9b-it,253403,Code: The Hidden Language of Computer Hardware and Software - by Charles Petzold,TRUE,0,0,NA,0.28055555555555556
gemma2-9b-it,253403,Packing for Mars: The Curious Science of Life in the Void - by Mary Roach,TRUE,0.4,1,0.5714285714285715,0.03055555555555554
gemma2-9b-it,253403,The Devil Wears Prada - by Lauren Weisberger,FALSE,0.75,0.75,0.75,0.8972222222222221
gemma2-9b-it,253403,The Kite Runner - by Khaled Hosseini,FALSE,0.3333333333333333,0.25,0.28571428571428575,0.4972222222222222
gemma2-9b-it,254995,Ready Player One - by Ernest Cline,FALSE,0.3333333333333333,1,0.5,0.7138888888888888
gemma2-9b-it,254995,The Alchemist - by Paulo Coelho,TRUE,0,0,NA,0.20277777777777775
gemma2-9b-it,254995,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography - by Simon Singh,TRUE,0,0,NA,0.03333333333333334
gemma2-9b-it,254995,The Da Vinci Code - by Dan Brown,FALSE,0.5,0.6666666666666666,0.5714285714285715,0.6472222222222223
gemma2-9b-it,258011,The Da Vinci Code - by Dan Brown,FALSE,0,0,NA,-0.16388888888888886
gemma2-9b-it,258011,The Girl on the Train - by Paula Hawkins,FALSE,0.25,0.3333333333333333,0.28571428571428575,0.125
gemma2-9b-it,258011,The Remains of the Day - by Kazuo Ishiguro,TRUE,0,0,NA,0.06666666666666667
gemma2-9b-it,258011,The Satanic Verses - by Salman Rushdie,TRUE,0.16666666666666666,1,0.2857142857142857,0.08055555555555556
gemma2-9b-it,259259,Gone Girl - by Gillian Flynn,FALSE,0.8,1,0.888888888888889,0.3638888888888889
gemma2-9b-it,259259,Pandora - by Anne Rice,TRUE,0.5,0.5,0.5,0.02777777777777778
gemma2-9b-it,259259,The Queen of the Damned - by Anne Rice,TRUE,0.6666666666666666,0.5,0.5714285714285715,-0.01666666666666667
gemma2-9b-it,259259,The Silent Patient - by Alex Michaelides,FALSE,1,0.75,0.8571428571428571,0.5583333333333332
gemma2-9b-it,259264,Fifty Shades of Grey - by E. L. James,FALSE,0.6666666666666666,1,0.8,0.12222222222222225
gemma2-9b-it,259264,The Da Vinci Code - by Dan Brown,FALSE,0.5,1,0.6666666666666666,0.24722222222222223
gemma2-9b-it,259264,The Notebook - by Nicholas Sparks,TRUE,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.04444444444444444
gemma2-9b-it,259264,The Shining - by Stephen King,TRUE,0.25,1,0.4,0.4138888888888889
gemma2-9b-it,267354,Gone Girl - by Gillian Flynn,FALSE,0.25,0.5,0.3333333333333333,0.2638888888888889
gemma2-9b-it,267354,The Queen of the Damned - by Anne Rice,TRUE,0,0,NA,-0.01944444444444445
gemma2-9b-it,267354,The Shadow of the Wind - by Carlos Ruiz Zafón,TRUE,0,0,NA,0
gemma2-9b-it,267354,The Time Traveler's Wife - by Audrey Niffenegger,FALSE,0.2,0.5,0.28571428571428575,0.20555555555555555
gemma2-9b-it,267621,The Alchemist - by Paulo Coelho,TRUE,0,0,NA,0.4722222222222222
gemma2-9b-it,267621,The Celestine Prophecy - by James Redfield,FALSE,0.25,0.5,0.3333333333333333,0.21111111111111108
gemma2-9b-it,267621,The Notebook - by Nicholas Sparks,TRUE,0.25,1,0.4,0.06111111111111111
gemma2-9b-it,267621,The Power of Now - by Eckhart Tolle,FALSE,0.3333333333333333,1,0.5,0.3138888888888889
gemma2-9b-it,268639,And Then There Were None - by Agatha Christie,TRUE,0.25,1,0.4,0.01944444444444443
gemma2-9b-it,268639,Fifty Shades of Grey - by E. L. James,FALSE,0.2,0.5,0.28571428571428575,0.2083333333333333
gemma2-9b-it,268639,The Big Short - by Michael Lewis,TRUE,0.4,0.6666666666666666,0.5,0.26666666666666666
gemma2-9b-it,268639,The Da Vinci Code - by Dan Brown,FALSE,0.25,0.5,0.3333333333333333,0.5472222222222222
gemma2-9b-it,272002,Something Wicked This Way Comes - by Ray Bradbury,TRUE,0,0,NA,0
gemma2-9b-it,272002,The 7 Habits of Highly Effective People - by Stephen R. Covey,FALSE,0.2,0.5,0.28571428571428575,0.4388888888888889
gemma2-9b-it,272002,The China Study - by T. Colin Campbell,FALSE,0.4,1,0.5714285714285715,0.10833333333333332
gemma2-9b-it,272002,The House of Spirits - by Isabel Allende,TRUE,0.3333333333333333,1,0.5,0.26944444444444443
gemma2-9b-it,275210,The Girl on the Train - by Paula Hawkins,FALSE,0.16666666666666666,1,0.2857142857142857,0.37777777777777777
gemma2-9b-it,275210,The Guest List - by Lucy Foley,TRUE,0.5,1,0.6666666666666666,0.16944444444444445
gemma2-9b-it,275210,The Silent Patient - by Alex Michaelides,FALSE,0.2,1,0.33333333333333337,0.21111111111111108
gemma2-9b-it,275210,The Switch - by Beth O'Leary,TRUE,0,0,NA,0.13888888888888887
gemma2-9b-it,278221,Anne of Green Gables - by L.M. Montgomery,TRUE,0,0,NA,0.04444444444444444
gemma2-9b-it,278221,Little House on the Prairie - by Laura Ingalls Wilder,TRUE,0.16666666666666666,1,0.2857142857142857,0.09722222222222222
gemma2-9b-it,278221,The Da Vinci Code - by Dan Brown,FALSE,0.4,0.6666666666666666,0.5,0.34444444444444444
gemma2-9b-it,278221,The Shining - by Stephen King,FALSE,0.6,1,0.7499999999999999,0.5611111111111111
gpt-4o-2024-08-06,2276,Along Came a Spider - by James Patterson,FALSE,0.2,1,0.33333333333333337,0.2222222222222222
gpt-4o-2024-08-06,2276,Star Trek: The Next Generation: Q-Squared - by Peter David,FALSE,0.2,1,0.33333333333333337,0.08611111111111111
gpt-4o-2024-08-06,2276,The Grass is Always Greener Over the Septic Tank - by Erma Bombeck,TRUE,0,0,NA,-0.01388888888888888
gpt-4o-2024-08-06,2276,The Stepford Wives - by Ira Levin,TRUE,0.75,0.6,0.6666666666666665,0.03055555555555555
gpt-4o-2024-08-06,8864,Dune - by Frank Herbert,FALSE,0.25,0.3333333333333333,0.28571428571428575,0.05277777777777777
gpt-4o-2024-08-06,8864,Going Postal - by Terry Pratchett,TRUE,0.25,0.5,0.3333333333333333,0.0777777777777778
gpt-4o-2024-08-06,8864,Good Omens - by Neil Gaiman and Terry Pratchett,TRUE,0.3333333333333333,1,0.5,0.175
gpt-4o-2024-08-06,8864,The Left Hand of Darkness - by Ursula K. Le Guin,FALSE,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.14722222222222223
gpt-4o-2024-08-06,12122,A Walk in the Woods: Rediscovering America on the Appalachian Trail - by Bill Bryson,TRUE,0.4,1,0.5714285714285715,0.3194444444444444
gpt-4o-2024-08-06,12122,The Encyclopedia of Urban Legends - by Jan Harold Brunvand,FALSE,0,0,NA,0.2305555555555555
gpt-4o-2024-08-06,12122,The Fire Inside: Firefighters Talk About Their Lives - by Steve Delsohn,TRUE,0.25,1,0.4,0.15277777777777776
gpt-4o-2024-08-06,12122,The Rough Guide to Australia - by Rough Guides,FALSE,0.25,1,0.4,0.7027777777777777
gpt-4o-2024-08-06,14998,Foundation and Empire - by Isaac Asimov,FALSE,0,0,NA,0.12777777777777777
gpt-4o-2024-08-06,14998,The Anubis Gates - by Tim Powers,TRUE,0.5,1,0.6666666666666666,0.075
gpt-4o-2024-08-06,14998,The Black Company - by Glen Cook,TRUE,0.2,0.5,0.28571428571428575,0.00833333333333333
gpt-4o-2024-08-06,14998,The Engines of God - by Jack McDevitt,FALSE,0.4,0.6666666666666666,0.5,0.3138888888888889
gpt-4o-2024-08-06,15957,Bridget Jones's Diary - by Helen Fielding,FALSE,0.2,1,0.33333333333333337,0.12222222222222222
gpt-4o-2024-08-06,15957,The Catcher in the Rye - by J.D. Salinger,FALSE,0.3333333333333333,0.5,0.4,0.33611111111111114
gpt-4o-2024-08-06,15957,The Devil Wears Prada - by Lauren Weisberger,TRUE,0.3333333333333333,1,0.5,0.01666666666666666
gpt-4o-2024-08-06,15957,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer and Annie Barrows,TRUE,0,0,NA,-0.05555555555555554
gpt-4o-2024-08-06,16777,Far from the Madding Crowd - by Thomas Hardy,TRUE,0.25,1,0.4,0.03611111111111111
gpt-4o-2024-08-06,16777,Great Expectations - by Charles Dickens,TRUE,0.2,1,0.33333333333333337,0.07500000000000001
gpt-4o-2024-08-06,16777,The Call of the Wild - by Jack London,FALSE,0.6,0.75,0.6666666666666665,0.24722222222222223
gpt-4o-2024-08-06,16777,The Red Badge of Courage - by Stephen Crane,FALSE,0.6666666666666666,1,0.8,0.3055555555555555
gpt-4o-2024-08-06,19760,Hatchet - by Gary Paulsen,FALSE,0.25,1,0.4,0.5138888888888888
gpt-4o-2024-08-06,19760,Star Trek: Voyager - Homecoming - by Christie Golden,FALSE,0.3333333333333333,1,0.5,0.3055555555555555
gpt-4o-2024-08-06,19760,The Gunslinger - by Stephen King,TRUE,0.25,0.3333333333333333,0.28571428571428575,0.06944444444444445
gpt-4o-2024-08-06,19760,The Name of the Wind - by Patrick Rothfuss,TRUE,0.2,0.5,0.28571428571428575,-0.00277777777777777
gpt-4o-2024-08-06,27740,The Da Vinci Code - by Dan Brown,FALSE,0.6666666666666666,1,0.8,0.5333333333333333
gpt-4o-2024-08-06,27740,The Girl with the Dragon Tattoo - by Stieg Larsson,TRUE,0.3333333333333333,0.5,0.4,0.22777777777777777
gpt-4o-2024-08-06,27740,The Hunt for Red October - by Tom Clancy,FALSE,0.75,1,0.8571428571428571,0.16666666666666669
gpt-4o-2024-08-06,27740,The Mists of Avalon - by Marion Zimmer Bradley,TRUE,0.2,1,0.33333333333333337,0.01388888888888887
gpt-4o-2024-08-06,28735,A Year in Provence - by Peter Mayle,TRUE,0.3333333333333333,1,0.5,0.6916666666666665
gpt-4o-2024-08-06,28735,Down and Out in Paris and London - by George Orwell,FALSE,0.2,1,0.33333333333333337,0.26666666666666666
gpt-4o-2024-08-06,28735,The Geography of Bliss: One Grump's Search for the Happiest Places in the World - by Eric Weiner,TRUE,0.8,1,0.888888888888889,0.31666666666666665
gpt-4o-2024-08-06,28735,The Shock Doctrine: The Rise of Disaster Capitalism - by Naomi Klein,FALSE,0.8,1,0.888888888888889,0.16111111111111112
gpt-4o-2024-08-06,30276,Mr. Perfect - by Linda Howard,TRUE,0,0,NA,0
gpt-4o-2024-08-06,30276,The Bride - by Julie Garwood,FALSE,0.8,1,0.888888888888889,0.28055555555555556
gpt-4o-2024-08-06,30276,The Secret - by Julie Garwood,FALSE,0.75,0.75,0.75,0.5166666666666666
gpt-4o-2024-08-06,30276,Trust Me - by Jayne Ann Krentz,TRUE,0.5,1,0.6666666666666666,0.06111111111111111
gpt-4o-2024-08-06,37034,Letter to a Child Never Born - by Oriana Fallaci,TRUE,0,0,NA,0.11944444444444444
gpt-4o-2024-08-06,37034,One Hundred Years of Solitude - by Gabriel Garcia Marquez,FALSE,0.4,1,0.5714285714285715,0.4361111111111112
gpt-4o-2024-08-06,37034,The Hours - by Michael Cunningham,TRUE,0.2,1,0.33333333333333337,0.14166666666666666
gpt-4o-2024-08-06,37034,The Name of the Rose - by Umberto Eco,FALSE,0.2,1,0.33333333333333337,0.4083333333333333
gpt-4o-2024-08-06,37293,The Andromeda Strain - by Michael Crichton,TRUE,0.5,1,0.6666666666666666,0.2611111111111111
gpt-4o-2024-08-06,37293,The Clan of the Cave Bear - by Jean M. Auel,FALSE,0.5,1,0.6666666666666666,0.2833333333333333
gpt-4o-2024-08-06,37293,The Guns of the South - by Harry Turtledove,FALSE,0.6,1,0.7499999999999999,0.2888888888888889
gpt-4o-2024-08-06,37293,The Moon is a Harsh Mistress - by Robert Heinlein,TRUE,0,0,NA,-0.05
gpt-4o-2024-08-06,44595,Neuromancer - by William Gibson,TRUE,0.5,1,0.6666666666666666,0.26666666666666666
gpt-4o-2024-08-06,44595,The Cat Who Could Read Backwards - by Lilian Jackson Braun,FALSE,0,0,NA,0.3222222222222222
gpt-4o-2024-08-06,44595,The Dragonbone Chair - by Tad Williams,FALSE,0.25,0.5,0.3333333333333333,0.275
gpt-4o-2024-08-06,44595,The Name of the Wind - by Patrick Rothfuss,TRUE,0.4,0.6666666666666666,0.5,0.19722222222222224
gpt-4o-2024-08-06,47194,A Proper Pursuit - by Lynn N. Austin,TRUE,0.16666666666666666,1,0.2857142857142857,0.07777777777777778
gpt-4o-2024-08-06,47194,The Beloved Land - by Janette Oke,FALSE,0.2,1,0.33333333333333337,0.4611111111111111
gpt-4o-2024-08-06,47194,The Measure of a Heart - by Janette Oke,FALSE,0.16666666666666666,1,0.2857142857142857,0.3055555555555555
gpt-4o-2024-08-06,47194,The Rose Legacy - by Kristen Heitzmann,TRUE,0.3333333333333333,1,0.5,0.11111111111111112
gpt-4o-2024-08-06,50845,The Canterbury Tales - by Geoffrey Chaucer,FALSE,0.25,0.3333333333333333,0.28571428571428575,0.09722222222222218
gpt-4o-2024-08-06,50845,The Mists of Avalon - by Marion Zimmer Bradley,TRUE,0.3333333333333333,1,0.5,0.3194444444444444
gpt-4o-2024-08-06,50845,The Pilgrimage - by Paulo Coelho,FALSE,0.2,1,0.33333333333333337,0.3277777777777778
gpt-4o-2024-08-06,50845,The Time Traveler's Wife - by Audrey Niffenegger,TRUE,0.4,1,0.5714285714285715,0.38333333333333336
gpt-4o-2024-08-06,51449,The Cuckoo's Calling - by Robert Galbraith,FALSE,0,0,NA,0.6777777777777777
gpt-4o-2024-08-06,51449,The Da Vinci Code - by Dan Brown,FALSE,0.6,1,0.7499999999999999,0.3694444444444444
